search_space,order,seasonal_order,MAE,RMSE
monthly_approximation,"(2, 0, 1)","(1, 0, 1, 30)",53.43360634740903,58.40662539065418
monthly_approximation,"(2, 0, 1)","(1, 1, 0, 30)",48.7876894643227,53.819572813697114
monthly_approximation,"(2, 0, 1)","(1, 1, 1, 30)",19.36404026640215,22.682595507428548
monthly_approximation,"(2, 0, 2)","(0, 0, 0, 30)",51.813054835552215,56.627177841996634
monthly_approximation,"(2, 0, 2)","(0, 0, 1, 30)",57.11831545736267,61.94537395269241
monthly_approximation,"(2, 0, 2)","(0, 1, 0, 30)",49.39958312372641,54.453787772600364
monthly_approximation,"(2, 0, 2)","(0, 1, 1, 30)",26.667809583785953,30.955901313186807
monthly_approximation,"(2, 0, 2)","(1, 0, 0, 30)",54.6569629005147,60.005678433393804
monthly_approximation,"(2, 0, 2)","(1, 0, 1, 30)",67.64800930716497,73.27248738872424
monthly_approximation,"(2, 0, 2)","(1, 1, 0, 30)",47.436021885297976,52.504597149570884
monthly_approximation,"(2, 0, 2)","(1, 1, 1, 30)",17.835217402504142,20.732997268936092
monthly_approximation,"(2, 1, 0)","(0, 0, 0, 30)",50.22358824731816,55.092750594755834
monthly_approximation,"(2, 1, 0)","(0, 0, 1, 30)",50.27713650098597,55.14606478548817
monthly_approximation,"(2, 1, 0)","(0, 1, 0, 30)",75.45524333816992,82.9177683801216
monthly_approximation,"(2, 1, 0)","(0, 1, 1, 30)",52.05439985355263,56.96537484411817
monthly_approximation,"(2, 1, 0)","(1, 0, 0, 30)",50.27645248559283,55.14575350664018
monthly_approximation,"(2, 1, 0)","(1, 0, 1, 30)",50.27392033288702,55.14315160992138
monthly_approximation,"(2, 1, 0)","(1, 1, 0, 30)",68.86146233699448,75.6085008565199
monthly_approximation,"(2, 1, 0)","(1, 1, 1, 30)",52.050274559022334,56.9611482050402
monthly_approximation,"(2, 1, 1)","(0, 0, 0, 30)",55.6683698717648,60.398161573361094
monthly_approximation,"(2, 1, 1)","(0, 0, 1, 30)",55.51034830370716,60.23559118788857
monthly_approximation,"(2, 1, 1)","(0, 1, 0, 30)",80.84741321126707,88.87788657602212
monthly_approximation,"(2, 1, 1)","(0, 1, 1, 30)",59.47487633459089,64.36092696014774
monthly_approximation,"(2, 1, 1)","(1, 0, 0, 30)",55.52795635771295,60.25348554277069
monthly_approximation,"(2, 1, 1)","(1, 0, 1, 30)",55.544561349722095,60.26959271860469
monthly_approximation,"(2, 1, 1)","(1, 1, 0, 30)",67.99079515231475,74.66592996504112
monthly_approximation,"(2, 1, 1)","(1, 1, 1, 30)",59.47994520788234,64.36625002439453
monthly_approximation,"(2, 1, 2)","(0, 0, 0, 30)",55.66495793722966,60.39343609995189
monthly_approximation,"(2, 1, 2)","(0, 0, 1, 30)",55.5250864473346,60.250523764679045
monthly_approximation,"(2, 1, 2)","(0, 1, 0, 30)",50.979462589758256,56.090853158205
monthly_approximation,"(2, 1, 2)","(0, 1, 1, 30)",59.50274762983122,64.38863988632501
monthly_approximation,"(2, 1, 2)","(1, 0, 0, 30)",55.48892755010681,60.21192716094846
monthly_approximation,"(2, 1, 2)","(1, 0, 1, 30)",55.56817401156006,60.29504824108861
monthly_approximation,"(2, 1, 2)","(1, 1, 0, 30)",74.90417062354325,82.22027194682616
monthly_approximation,"(2, 1, 2)","(1, 1, 1, 30)",59.4216653399966,64.30238665877462
