search_space,order,seasonal_order,MAE,RMSE
monthly_approximation,"(2, 0, 2)","(0, 0, 0, 30)",49.02532744046831,53.410485011541525
monthly_approximation,"(2, 0, 2)","(0, 0, 1, 30)",54.27349196570478,58.65843600109999
monthly_approximation,"(2, 0, 2)","(0, 1, 0, 30)",47.35151127681061,51.961326289858484
monthly_approximation,"(2, 0, 2)","(0, 1, 1, 30)",15.334386695722655,18.68491636616353
monthly_approximation,"(2, 0, 2)","(1, 0, 0, 30)",56.70172462147673,61.61944663142167
monthly_approximation,"(2, 0, 2)","(1, 0, 1, 30)",54.957780509475036,60.080892676771384
monthly_approximation,"(2, 0, 2)","(1, 1, 0, 30)",44.90049094062076,49.51705852598076
monthly_approximation,"(2, 0, 2)","(1, 1, 1, 30)",27.62340729676705,31.917572979072727
monthly_approximation,"(2, 1, 0)","(0, 0, 0, 30)",46.228645087861274,50.75981414376926
monthly_approximation,"(2, 1, 0)","(0, 0, 1, 30)",46.221205614108726,50.752957280258514
monthly_approximation,"(2, 1, 0)","(0, 1, 0, 30)",75.44908210699938,83.14317778892173
monthly_approximation,"(2, 1, 0)","(0, 1, 1, 30)",47.373887811406895,51.938615929184174
monthly_approximation,"(2, 1, 0)","(1, 0, 0, 30)",46.21600047241952,50.74801756999919
monthly_approximation,"(2, 1, 0)","(1, 0, 1, 30)",46.21323730609989,50.74536686876602
monthly_approximation,"(2, 1, 0)","(1, 1, 0, 30)",67.73390552905586,74.44233127768355
monthly_approximation,"(2, 1, 0)","(1, 1, 1, 30)",47.36268330898077,51.92695677829828
monthly_approximation,"(2, 1, 1)","(0, 0, 0, 30)",52.192156749550406,56.5849308015165
monthly_approximation,"(2, 1, 1)","(0, 0, 1, 30)",52.39087403593574,56.801477233795545
monthly_approximation,"(2, 1, 1)","(0, 1, 0, 30)",81.66182263030652,90.07535573756371
monthly_approximation,"(2, 1, 1)","(0, 1, 1, 30)",54.96673301240948,59.51732665468924
monthly_approximation,"(2, 1, 1)","(1, 0, 0, 30)",52.39863463859909,56.81017237283604
monthly_approximation,"(2, 1, 1)","(1, 0, 1, 30)",52.39677828102972,56.80752428377858
monthly_approximation,"(2, 1, 1)","(1, 1, 0, 30)",53.65804187501591,58.76086409147337
monthly_approximation,"(2, 1, 1)","(1, 1, 1, 30)",54.97681729791042,59.52797055003842
monthly_approximation,"(2, 1, 2)","(0, 0, 0, 30)",52.212572992015794,56.6036514634929
monthly_approximation,"(2, 1, 2)","(0, 0, 1, 30)",52.490665966807704,56.88549284594278
monthly_approximation,"(2, 1, 2)","(0, 1, 0, 30)",82.14969456167879,90.62055497872753
monthly_approximation,"(2, 1, 2)","(0, 1, 1, 30)",55.360334129049605,59.90798132374681
monthly_approximation,"(2, 1, 2)","(1, 0, 0, 30)",52.30456068012379,56.6934307860876
monthly_approximation,"(2, 1, 2)","(1, 0, 1, 30)",52.49732044650369,56.89346453502678
monthly_approximation,"(2, 1, 2)","(1, 1, 0, 30)",73.25996583709971,80.50780265253057
monthly_approximation,"(2, 1, 2)","(1, 1, 1, 30)",55.34868065361543,59.89562244850837
